"times","S","E","On","Of","A","Q","Bs","Bp","v","w","N","POUD","actPOUD","prop.OAT","prop.capacity","dsct","cost","qaly","inj","du.init","date","B_total","O_total","active_users","coverage_rate","capacity_utilization","waiting_change","patients_change"
821,36468.9911176449,31129.3667674921,5304.02175270515,582.853590131306,2529.41402626975,1.15452867860099,399.621479483769,1277.53391334154,0.676854799178588,0.864196287425597,77692.9571757471,10094.5992906101,5888.02987151507,0.166143830432712,0.173360026447789,0.935150386173138,1610.15489824621,157.375250665097,8611.71197780049,2.23057649831207,2.24931506849315,1677.1553928253,5886.87534283646,5888.02987151507,16.6143830432712,95.8374510185888,0.000197551330516355,-0.197039970386868
822,36466.6980935322,31129.3181838638,5303.82209901784,583.206003030503,2529.38218644292,1.15472601828995,399.621478531848,1277.33721835767,0.67671414777595,0.864090608714035,77690.5399887951,10094.5237113991,5888.18282806662,0.166125588966208,0.173361324420274,0.935074019145363,1609.86630403364,157.357255818449,8611.74354598432,2.23053245222256,2.25205479452055,1676.95869688952,5887.02810204835,5888.18282806662,16.6125588966208,95.8262112508296,0.00019733968895852,-0.196695935786238
823,36464.4052988216,31129.2694349164,5303.62235900058,583.558104527879,2529.35032928372,1.15492314661468,399.621477579014,1277.14086693355,0.676573657665218,0.863984989396971,77688.1227942093,10094.4480604714,5888.33538667508,0.166107382441103,0.173362623643861,0.934997658353935,1609.57802060245,157.339262938384,8611.77474592185,2.23048832900519,2.25479452054795,1676.76234451256,5887.18046352846,5888.33538667508,16.6107382441103,95.8149911150036,0.000197128324737283,-0.196352376956384
824,36462.1127335714,31129.2205206813,5303.42253272249,583.909895039647,2529.3184548016,1.15512006385212,399.621476625267,1276.94485859404,0.676433328533153,0.863879429431507,77685.7055920996,10094.3723378469,5888.487547826,0.166089210810398,0.173363924118265,0.934921303798346,1609.29004750198,157.321272024862,8611.80557803511,2.23044412876836,2.25753424657534,1676.5663352193,5887.33242776214,5888.487547826,16.6089210810398,95.8037905839602,0.00019691723743831,-0.19600929325884
825,36459.8203978402,31129.1714411901,5303.22262025271,584.261374981369,2529.28656300602,1.15531677027877,399.621475670609,1276.74919286464,0.676293160067284,0.863773928774768,77683.288382576,10094.2965435456,5888.63931200435,0.166071074027158,0.173365225843198,0.934844955478086,1609.00238428218,157.303283077844,8611.83604274558,2.23039985162034,2.26027397260274,1676.37066853525,5887.48399523408,5888.63931200435,16.6071074027158,95.7926096305856,0.000196706426646598,-0.195666684054459
826,36457.5282916863,31129.1221964745,5303.02262166037,584.612544767962,2529.25465390646,1.15551326617072,399.621474715039,1276.5538692715,0.676153151955907,0.863668487383908,77680.8711657483,10094.2206775875,5888.79067969453,0.166052972044509,0.173366528818374,0.934768613392647,1608.71503049368,157.285296097291,8611.86614047429,2.23035549766923,2.26301369863014,1676.17534398654,5887.63516642833,5888.79067969453,16.6052972044509,95.7814482278024,0.000196495891949588,-0.195324548706822
827,36455.2364151678,31129.0727865659,5302.82253701463,584.963404813698,2529.22272751235,1.15570955180365,399.621473758558,1276.35888734141,0.676013303888081,0.863563105216104,77678.4539417261,10094.1447399924,5888.94165138012,0.166034904815643,0.173367833043507,0.934692277541518,1608.42798568773,157.267311083161,8611.8958716417,2.230311067023,2.26575342465753,1675.98036109996,5887.78594182832,5888.94165138012,16.6034904815643,95.7703063485693,0.000196285632933835,-0.194982886578828
828,36452.9447683429,31129.0232114959,5302.62236638464,585.313955532204,2529.19078383315,1.15590562745284,399.621472801165,1276.16424660176,0.675873615553628,0.86345778222856,77676.0367106191,10094.0687307804,5889.0922275443,0.166016872293812,0.17336913851831,0.93461594792419,1608.14124941623,157.249328035415,8611.92523666781,2.23026655978948,2.26849315068493,1675.78571940293,5887.93632191684,5889.0922275443,16.6016872293812,95.7591839658816,0.000196075649187666,-0.194641697035649
829,36450.6533512694,31128.973471296,5302.42210983957,585.664197336466,2529.15882287831,1.15610149339314,399.621471842862,1275.96994658062,0.675734086643129,0.863352518378504,77673.6194725366,10093.9926499712,5889.24240866943,0.165998874432335,0.173370445242497,0.934539624540155,1607.85482123171,157.231346954013,8611.95423597208,2.23022197607634,2.27123287671233,1675.59141842349,5888.08630717604,5889.24240866943,16.5998874432335,95.7480810527706,0.000195865940299633,-0.194300979442005
830,36448.3621640052,31128.9235659979,5302.22176744861,586.014130638825,2529.12684465727,1.156297149899,399.621470883648,1275.77598680667,0.67559471684792,0.863247313623192,77671.2022275881,10093.9164975849,5889.39219523735,0.165980911184591,0.173371753215781,0.934463307388904,1607.56870068737,157.213367838913,8611.98286997348,2.23017731599113,2.27397260273973,1675.39745769032,5888.23589808744,5889.39219523735,16.5980911184591,95.7369975823041,0.000195656505858288,-0.193960733164431
831,36446.0712066082,31128.8734956331,5302.02133928094,586.363755850982,2529.09484917948,1.15649259724445,399.621469923523,1275.58236680923,0.675455505860095,0.863142167919905,77668.7849758828,10093.8402736414,5889.54158772918,0.165962982504023,0.173373062437878,0.934386996469928,1607.28288733701,157.195390690075,8612.01113909048,2.23013257964124,2.27671232876712,1675.20383673275,5888.38509513192,5889.54158772918,16.5962982504023,95.7259335275858,0.000195447345454403,-0.193620957570147
832,36443.7804791359,31128.8232602332,5301.82082540575,586.713073383998,2529.06283645437,1.15668783570313,399.621468962488,1275.38908611824,0.6753164533725,0.863037081225949,77666.3677175296,10093.7639781605,5889.69058662545,0.165945088344138,0.173374372908501,0.934310691782717,1606.99738073509,157.177415507458,8612.03904374102,2.2300877671339,2.27945205479452,1675.01055508072,5888.53389878975,5889.69058662545,16.5945088344138,95.7148888617557,0.000195238458677638,-0.193281652026826
833,36441.4899816458,31128.7728598297,5301.62022589225,587.062083648296,2529.03080649137,1.15688286554825,399.621468000542,1275.19614426428,0.675177559078729,0.862932053498655,77663.9504526378,10093.6876111623,5889.83919240609,0.165927228658503,0.173375684627364,0.934234393326763,1606.71218043672,157.15944229102,8612.06658434254,2.23004287857624,2.28219178082192,1674.81761226482,5888.68230954055,5889.83919240609,16.5927228658503,95.7038635579897,0.000195029845119876,-0.192942815903962
834,36439.1997141953,31128.7222944542,5301.41954080965,587.410787053658,2528.99875929992,1.15707768705262,399.621467037687,1275.00354077856,0.675038822673128,0.862827084695382,77661.5331813161,10093.6111726665,5889.98740555035,0.16590940340075,0.173376997594181,0.934158101101556,1606.42728599762,157.14147104072,8612.09376131201,2.2299979140752,2.28493150684932,1674.62500781625,5888.8303278633,5889.98740555035,16.590940340075,95.6928575895,0.000194821504372111,-0.192604448570819
835,36436.9096768418,31128.6715641383,5301.21877022716,587.759184009232,2528.96669488945,1.15727230048865,399.621466073923,1274.81127519293,0.674900243850786,0.862722174773513,77659.1159036733,10093.5346626932,5890.13522653689,0.165891612524574,0.173378311808666,0.934081815106589,1606.14269697416,157.123501756516,8612.12057506584,2.22995287373761,2.28767123287671,1674.43274126685,5888.97795423639,5890.13522653689,16.5891612524574,95.6818709295343,0.000194613436027558,-0.19226654939871
836,36434.6198696424,31128.6206689136,5301.01791421402,588.10727492353,2528.93461326937,1.15746670612833,399.621465109249,1274.61934703984,0.674761822307539,0.862617323690457,77656.6986198181,10093.4580812621,5890.28265584366,0.16587385598373,0.173379627270535,0.934005535341352,1605.85841292334,157.105534438367,8612.14702601999,2.22990775767014,2.29041095890411,1674.24081214909,5889.12518913755,5890.28265584366,16.587385598373,95.6709035513767,0.000194405639678763,-0.191929117758491
837,36432.3302926542,31128.5696088116,5300.81697283945,588.455060204427,2528.90251444911,1.15766090424325,399.621464143665,1274.4277558524,0.674623557739963,0.862512531403649,77654.2813298591,10093.3814283933,5890.42969394814,0.165856133732038,0.173380943979501,0.933929261805337,1605.57443340279,157.08756908623,8612.17311458988,2.22986256597932,2.29315068493151,1674.04921999607,5889.27203304388,5890.42969394814,16.5856133732038,95.6599554283468,0.000194198114919386,-0.191592153023521
838,36430.0409459342,31128.5183838638,5300.61594617271,588.802540259166,2528.87039843809,1.15785489510459,399.621463177173,1274.23650116433,0.674485449845372,0.86240779787055,77651.8640339046,10093.3047041066,5890.57634132698,0.165838445723379,0.17338226193528,0.933852994498035,1605.29075797079,157.069605700063,8612.19884119045,2.22981729877155,2.2958904109589,1673.8579643415,5889.41848643187,5890.57634132698,16.5838445723379,95.6490265338001,0.000193990861344417,-0.191255654566476
839,36427.7518295391,31128.466994102,5300.41483428304,589.149715494356,2528.83826524572,1.15804867898314,399.621462209772,1274.04558250997,0.674347498321821,0.862303123048644,77649.4467320629,10093.2279084218,5890.72259845637,0.165820791911696,0.173383581137586,0.933776733418937,1605.00738618623,157.051644279824,8612.22420623612,2.22977195615307,2.2986301369863,1673.66704471974,5889.56454977739,5890.72259845637,16.5820791911696,95.638116841128,0.000193783878547737,-0.19091962176185
840,36425.4629435258,31128.4154395576,5300.21363723969,589.496586315976,2528.80611488142,1.15824225614926,399.621461241463,1273.85499942429,0.674209702868097,0.862198506895446,77647.0294244424,10093.151041359,5890.86846581181,0.165803172250995,0.173384901586133,0.933700478567534,1604.72431760865,157.03368482547,8612.24921014084,2.22972653822999,2.3013698630137,1673.47646066576,5889.71022355567,5890.86846581181,16.5803172250995,95.6272263237575,0.000193577166126335,-0.190584053984821
841,36423.1742879509,31128.3637202622,5300.01235511194,589.843153129371,2528.77394735458,1.15843562687294,399.621460272245,1273.6647514429,0.674072063183722,0.862093949368491,77644.6121111511,10093.0741029379,5891.01394386821,0.165785586695344,0.173386223280636,0.933624229943318,1604.4415517982,157.015727336958,8612.27385331801,2.22968104510827,2.3041095890411,1673.28621171514,5889.85550824131,5891.01394386821,16.5785586695344,95.6163549551511,0.000193370723675201,-0.190248950611249
842,36420.8858628709,31128.3118362475,5299.81098796906,590.18941633926,2528.74176267461,1.15862879142373,399.62145930212,1273.47483810201,0.67393457896895,0.861989450425344,77642.1947922969,10092.9970931785,5891.15903309974,0.165768035198872,0.173387546220812,0.933547987545781,1604.15908831568,156.997771814245,8612.29813618059,2.22963547689374,2.30684931506849,1673.09629740413,5890.00040430832,5891.15903309974,16.5768035198872,95.6055027088072,0.000193164550792213,-0.189914311018356
843,36418.5976683422,31128.2597875449,5299.60953588032,590.53537634973,2528.70956085092,1.15882175007081,399.621458331086,1273.28525893846,0.673797249924761,0.861885010023594,77639.7774679877,10092.9200121006,5891.3037339801,0.165750517715772,0.173388870406374,0.933471751374414,1603.87692672249,156.979818257288,8612.322059141,2.22958983369207,2.30958904109589,1672.90671726954,5890.14491223005,5891.3037339801,16.5750517715772,95.5946695582596,0.000192958647074581,-0.189580134583593
844,36416.3097044211,31128.2075741861,5299.407998915,590.881033564244,2528.67734189289,1.15901450308293,399.621457359145,1273.09601348971,0.673660075752863,0.861780628120854,77637.3601383313,10092.8428597241,5891.44804698234,0.165733034200295,0.173390195837037,0.933395521428709,1603.5950665807,156.961866666043,8612.34562261118,2.22954411560881,2.31232876712329,1672.71747084886,5890.28903247925,5891.44804698234,16.5733034200295,95.5838554770775,0.000192753012120406,-0.189246420685777
845,36414.0219711638,31128.1551962027,5299.20637714241,591.226388385635,2528.64510580993,1.15920705072846,399.621456386297,1272.90710129386,0.67352305615569,0.861676304674767,77634.9428034354,10092.7656360689,5891.59197257879,0.165715584606758,0.173391522512518,0.933319297708156,1603.31350745295,156.943917040467,8612.36882700256,2.22949832274935,2.31506849315068,1672.52855768015,5890.43276552804,5891.59197257879,16.5715584606758,95.5730604388658,0.000192547645528673,-0.188913168704403
846,36411.7344686263,31128.1026536263,5299.00467063183,591.571441216111,2528.61285261142,1.15939939327535,399.621455412541,1272.71852188959,0.673386190836397,0.861572039642997,77632.5254634074,10092.6883411548,5891.73551124124,0.165698168889538,0.173392850432531,0.933243080212249,1603.03224890256,156.925969380515,8612.39167272609,2.22945245521895,2.31780821917808,1672.33997730213,5890.57611184794,5891.73551124124,16.5698168889538,95.5622844172647,0.000192342546898816,-0.188580378019424
847,36409.4471968647,31128.0499464884,5298.80287945258,591.916192457257,2528.58058230675,1.15959153099119,399.621454437879,1272.53027481624,0.673249479498858,0.861467832983237,77630.1081183548,10092.6109750017,5891.87866344081,0.165680787003072,0.173394179596793,0.933166868940478,1602.75129049345,156.908023686144,8612.4141601922,2.22940651312273,2.32054794520548,1672.15172925412,5890.71907190984,5891.87866344081,16.5680787003072,95.5515273859497,0.000192137715830709,-0.188248048012611
848,36407.1601559348,31127.9970748206,5298.60100367396,592.260642510033,2528.5482949053,1.15978346414311,399.62145346231,1272.34235961374,0.673112921847669,0.861363684653204,77627.6907683849,10092.5335376295,5892.02142964815,0.16566343890186,0.173395510005016,0.933090663892335,1602.47063179015,156.890079957309,8612.43628981086,2.22936049656566,2.32328767123288,1671.96381307605,5890.861646184,5892.02142964815,16.566343890186,95.5407893186316,0.000191933151925339,-0.187916178066416
849,36404.8733458923,31127.9440386545,5298.3990433653,592.604791774777,2528.51599041645,1.15997519299789,399.621452485834,1272.15477582266,0.672976517588139,0.861259594610642,77625.2734136049,10092.456029058,5892.16381033307,0.165646124540463,0.17339684165692,0.933014465067312,1602.19027235783,156.872138193967,8612.45806199151,2.22931440565259,2.32602739726027,1671.77622830849,5891.00383514007,5892.16381033307,16.5646124540463,95.5300701890566,0.000191728854783912,-0.187584767563294
850,36402.586766793,31127.8908380218,5298.1969985959,592.948640651204,2528.48366884958,1.1601667178219,399.621451508452,1271.96752298415,0.672840266426293,0.86115556281332,77622.8560541218,10092.3784493071,5892.30580596493,0.165628843873504,0.173398174552218,0.932938272464901,1601.91021176228,156.854198396072,8612.47947714312,2.2292682404882,2.32876712328767,1671.5889744926,5891.14563924711,5892.30580596493,16.5628843873504,95.5193699710059,0.000191524824008749,-0.187253815886834
851,36400.3004186922,31127.8374729539,5297.99486943511,593.292189538412,2528.45133021406,1.16035803888111,399.621450530165,1271.78060064002,0.672704168068867,0.861051589219033,77620.4386900427,10092.3007983966,5892.44741701239,0.165611596855666,0.173399508690627,0.932862086084593,1601.63044956991,156.836260563579,8612.50053567415,2.22922200117706,2.33150684931507,1671.40205117018,5891.28705897352,5892.44741701239,16.5611596855666,95.5086886382961,0.000191321059202165,-0.186923322422672
852,36398.0143016455,31127.7839434826,5297.79265595225,593.635438834875,2528.41897451925,1.16054915644107,399.621449550971,1271.59400833265,0.672568222223307,0.860947673785601,77618.0213214745,10092.2230763465,5892.58864394358,0.165594383441694,0.173400844071862,0.932785905925881,1601.35098534775,156.818324696443,8612.52123799258,2.22917568782358,2.33424657534247,1671.21545788363,5891.42809478713,5892.58864394358,16.5594383441694,95.4980261647786,0.000191117559967147,-0.186593286555762
853,36395.7284157081,31127.7302496393,5297.59035821667,593.978388938451,2528.38660177453,1.16074007076698,399.621448570872,1271.40774560508,0.672432428597768,0.86084381647087,77615.6039485239,10092.1452831764,5892.7294872259,0.165577203586393,0.17340218069564,0.932709731988256,1601.07181866344,156.80039079462,8612.54158450589,2.22912930053204,2.33698630136986,1671.02919417595,5891.56874715513,5892.7294872259,16.5577203586393,95.4873825243401,0.000190914325908009,-0.186263707672879
854,36393.4427609354,31127.6763914558,5297.38797629772,594.321040246381,2528.35421198926,1.16093078212361,399.621447589868,1271.22181200092,0.672296786901109,0.860740017232713,77613.1865712974,10092.0674189063,5892.86994732621,0.165560057244631,0.173403518561676,0.932633564271211,1600.79294908525,156.782458858063,8612.56157562108,2.22908283940657,2.33972602739726,1670.84325959079,5891.7090165441,5892.86994732621,16.5560057244631,95.4767576909023,0.000190711356629292,-0.185934585161249
855,36391.1573373822,31127.6223689635,5297.18551026473,594.663393155287,2528.32180517278,1.16112129077535,399.621446607959,1271.03620706442,0.672161296842896,0.860636276029026,77610.7691899017,10091.989483556,5893.01002471079,0.165542944371333,0.173404857669687,0.932557402774237,1600.51437618206,156.764528886727,8612.58121174464,2.22903630455118,2.34246575342466,1670.65765367238,5891.84890342002,5893.01002471079,16.5542944371333,95.4661516384218,0.000190508651735755,-0.185605918408783
856,36388.8721451037,31127.5681821941,5296.98296018707,595.005448061178,2528.28938133447,1.16131159698618,399.621445625145,1270.85093034043,0.672025958133393,0.860532592817735,77608.3518044431,10091.9114771453,5893.14971984523,0.165525864921489,0.173406198019389,0.932481247496827,1600.23609952337,156.746600880567,8612.60049328259,2.22898969606973,2.34520547945205,1670.47237596558,5891.98840824825,5893.14971984523,16.5525864921489,95.4555643408901,0.000190306210833269,-0.185277706804982
857,36386.5871841548,31127.5138311792,5296.7803261341,595.347205359446,2528.25694048367,1.16150170101971,399.621444641426,1270.66598137441,0.671890770483566,0.860428967556787,77605.9344150281,10091.8333996941,5893.28903319456,0.165508818850148,0.173407539610498,0.932405098438472,1599.95811867929,156.728674839535,8612.61942064044,2.22894301406593,2.34794520547945,1670.28742601584,5892.12753149355,5893.28903319456,16.5508818850148,95.4449957723336,0.000190104033528371,-0.184949949739803
858,36384.3024545901,31127.4593159505,5296.57760817518,595.688665444872,2528.22448262972,1.16169160313914,399.621443656803,1270.48135971243,0.671755733605078,0.860325400204158,77603.5170217627,10091.7552512221,5893.42796522319,0.165491806112418,0.173408882442732,0.932328955598665,1599.68043322055,156.710750763587,8612.63799422324,2.22889625864337,2.35068493150685,1670.10280336923,5892.26627362006,5893.42796522319,16.5491806112418,95.4344459068133,0.000189902119428043,-0.184622646603884
859,36382.0179564644,31127.4046365394,5296.37480637969,596.029828711624,2528.19200778197,1.16188130360728,399.621442671275,1270.29706490117,0.671620847210288,0.860221890717849,77601.0996247531,10091.6770317493,5893.56651639489,0.165474826663471,0.173410226515806,0.932252818976897,1599.40304271849,156.692828652675,8612.65621443552,2.2288494299055,2.35342465753425,1669.91850757245,5892.40463509131,5893.56651639489,16.5474826663471,95.4239147184254,0.000189700468139709,-0.184295796788319
860,36379.7336898322,31127.3497929776,5296.17192081699,596.370695553256,2528.15951594977,1.16207080268655,399.621441684844,1270.11309648791,0.671486111012249,0.860118439055885,77598.6822241052,10091.5987412955,5893.70468717293,0.165457880458534,0.173411571829436,0.932176688572662,1599.12594674506,156.674908506753,8612.67408168134,2.22880252795562,2.35616438356164,1669.73453817276,5892.54261637025,5893.70468717293,16.5457880458534,95.4134021813005,0.000189499079271682,-0.183969399686703
861,36377.449654748,31127.2947852967,5295.96895155647,596.711266362714,2528.12700714244,1.16226010063898,399.621440697509,1269.92945402056,0.671351524724705,0.860015045176319,77596.264819925,10091.5203798803,5893.84247801982,0.165440967452901,0.17341291838334,0.932100564385451,1598.84914487283,156.656990325774,8612.69159636427,2.2287555528969,2.35890410958904,1669.55089471807,5892.68021791919,5893.84247801982,16.5440967452901,95.4029082696038,0.000189297952432943,-0.183643454691492
862,36375.1658512661,31127.2396135283,5295.76589866751,597.051541532334,2528.09448136933,1.16244919772621,399.62143970927,1269.7461370476,0.67121708806209,0.859911709037229,77593.8474123182,10091.4419475238,5893.97988939757,0.165424087601921,0.173414266177235,0.932024446414756,1598.57263667497,156.639074109691,8612.7087588874,2.22870850483238,2.36164383561644,1669.36757675687,5892.81744019985,5893.97988939757,16.5424087601921,95.3924329575354,0.000189097087232915,-0.183317961196735
863,36372.8822794407,31127.1842777041,5295.5627622195,597.391521453843,2528.06193863975,1.16263809420949,399.621438720128,1269.56314511814,0.671082800739525,0.859808430596718,77591.4300013904,10091.3634442456,5894.11692176755,0.165407240861005,0.173415615210837,0.931948334660071,1598.29642172527,156.621159858456,8612.72556965332,2.22866138386494,2.36438356164384,1669.18458383827,5892.95428367335,5894.11692176755,16.5407240861005,95.3819762193298,0.000188896483281464,-0.182992918598757
864,36370.598939326,31127.1287778556,5295.35954228183,597.73120651836,2528.02937896305,1.16282679034968,399.621437730084,1269.3804777819,0.670948662472819,0.859705209812916,77589.0125872472,10091.2848700656,5894.25357559055,0.165390427185625,0.173416965483864,0.931872229120887,1598.02049959813,156.603247572024,8612.74202906415,2.22861419009734,2.36712328767123,1669.00191551198,5893.09074880019,5894.25357559055,16.5390427185625,95.371538029256,0.000188696140189348,-0.182668326291832
865,36368.315830976,31127.0731140145,5295.15623892389,598.070597116398,2527.99680234853,1.16301528640725,399.621436739136,1269.19813458917,0.670814672978462,0.859602046643978,77586.5951699939,10091.2062250035,5894.3898513267,0.165373646531312,0.173418316996032,0.931796129796697,1597.74486986853,156.585337250345,8612.75813752151,2.22856692363221,2.36986301369863,1668.81957132831,5893.22683604029,5894.3898513267,16.5373646531311,95.3611183616175,0.000188496057568655,-0.182344183674104
866,36366.0329544445,31127.0172862123,5294.95285221509,598.409693637865,2527.96420880552,1.16320358264228,399.621435747286,1269.01611509088,0.670680831973627,0.859498941048084,77584.1777497361,10091.1275090793,5894.52574943562,0.165356898853655,0.173419669747059,0.931720036686992,1597.46953211211,156.567428893372,8612.77389542656,2.22851958457201,2.37260273972603,1668.63755083816,5893.36254585296,5894.52574943562,16.5356898853655,95.3507171907522,0.000188296235029695,-0.182020490142122
867,36363.7503097855,31126.9612944806,5294.74938222482,598.748496472063,2527.93159834334,1.16339167931447,399.621434754533,1268.83441883854,0.670547139176167,0.859395892983442,77581.7603265788,10091.0487223126,5894.6612703762,0.165340184108308,0.173421023736663,0.931643949791267,1597.19448590506,156.549522501058,8612.78930317995,2.22847217301912,2.37534246575342,1668.45585359307,5893.49787869689,5894.6612703762,16.5340184108308,95.3403344910325,0.000188096672186777,-0.181697245094938
868,36361.4678970526,31126.9051388512,5294.5458290225,599.087006007692,2527.89897097129,1.16357957668312,399.621433760879,1268.65304538426,0.670413594304612,0.859292902408284,77579.3429006271,10090.9698647233,5894.79641460687,0.165323502250978,0.17342237896456,0.931567869109013,1596.91973082421,156.531618073353,8612.80436118186,2.22842468907571,2.37808219178082,1668.27447914514,5893.63283503019,5894.79641460687,16.5323502250978,95.329970236865,0.00018789736865199,-0.181374447931603
869,36359.1857162994,31126.8488193555,5294.34219267753,599.425222632847,2527.86632669869,1.16376727500716,399.621432766322,1268.47199428076,0.67028019707817,0.859189969280867,77576.9254719861,10090.8909363312,5894.93118258538,0.165306853237438,0.173423735430468,0.931491794639723,1596.64526644698,156.51371561021,8612.81906983199,2.22837713284389,2.38082191780822,1668.09342704708,5893.76741531038,5894.93118258538,16.5306853237438,95.3196244026906,0.000187698324039198,-0.181052098052305
870,36356.9037675794,31126.7923360253,5294.13847325933,599.763146735024,2527.83366553483,1.16395477454512,399.621431770864,1268.29126508136,0.670146947216719,0.859087093559476,77574.5080407606,10090.811937156,5895.0655747689,0.165290237023515,0.173425093134104,0.931415726382889,1596.37109235141,156.49581511158,8612.83342952956,2.22832950442557,2.38356164383562,1667.91269685223,5893.90161999435,5895.0655747689,16.5290237023515,95.3092969629844,0.000187499537963154,-0.180730194858143
871,36354.6220509459,31126.7356888921,5293.93467083731,600.100778701117,2527.80098748902,1.16414207555516,399.621430774504,1268.11085733997,0.670013844440813,0.85898427520242,77572.0906070555,10090.7328672175,5895.199591614,0.1652736535651,0.173426452075186,0.931339664338005,1596.09720811612,156.477916577414,8612.84744067331,2.22828180392256,2.38630136986301,1667.73228811448,5894.03544953842,5895.199591614,16.52736535651,95.2989878922558,0.000187301010038832,-0.18040873775044
872,36352.3405664523,31126.6788779876,5293.73078548089,600.43811891742,2527.76829257056,1.16432917829504,399.621429777243,1267.9307706111,0.669880888471674,0.858881514168034,77569.6731709754,10090.6537265355,5895.3332335766,0.165257102818142,0.173427812253433,0.931263608504562,1595.82361332035,156.460020007664,8612.86110366149,2.22823403143653,2.38904109589041,1667.55220038834,5894.16890439831,5895.3332335766,16.5257102818142,95.2886971650482,0.000187102739881428,-0.18008772613257
873,36350.0593141516,31126.6219033434,5293.52681725949,600.775167769629,2527.73558078873,1.16451608302215,399.621428779081,1267.75100444985,0.669748079031193,0.85877881041468,77567.2557326248,10090.5745151298,5895.46650111215,0.165240584738647,0.173429173668561,0.931187558882054,1595.55030754393,156.442125402279,8612.87441889187,2.22818618706901,2.39178082191781,1667.37243322894,5894.30198502912,5895.46650111215,16.5240584738646,95.2784247559392,0.000186904727107251,-0.179767159407902
874,36347.7782940971,31126.564764991,5293.32276624254,601.111925642841,2527.70285215283,1.16470278999348,399.621427780018,1267.57155841194,0.669615415841927,0.858676163900744,77564.8382921082,10090.4952330201,5895.59939467536,0.165224099282682,0.173430536320289,0.931111515469974,1595.27729036729,156.424232761212,8612.88738676176,2.22813827092139,2.39452054794521,1667.19298619196,5894.43469188538,5895.59939467536,16.5224099282682,95.2681706395403,0.000186706971333495,-0.179447036980264
875,36345.4975063415,31126.5074629622,5293.11863249946,601.448392921558,2527.67010667215,1.16488929946566,399.621426780055,1267.39243205365,0.669482898627097,0.858573574584639,77562.42084953,10090.4158802264,5895.7319147205,0.165207646406374,0.173431900208333,0.931035478267814,1595.00456137147,156.406342084412,8612.90000766798,2.22809028309492,2.3972602739726,1667.0138588337,5894.56702542102,5895.7319147205,16.5207646406374,95.2579347904972,0.000186509472177354,-0.179127358254846
876,36343.2169509379,31126.4499972885,5292.91441609969,601.784569989685,2527.63734435597,1.16507561169492,399.621425779191,1267.21362493187,0.669350527110586,0.858471042424803,77560.0034049944,10090.3364567681,5895.86406170108,0.165191226065909,0.173433265332415,0.930959447275067,1594.73212013809,156.38845337183,8612.91228200686,2.22804222369074,2.4,1666.83505071106,5894.69898608938,5895.86406170108,16.5191226065909,95.2477171834893,0.000186312229256469,-0.178808122638429
877,36340.9366279388,31126.3923680015,5292.71011711266,602.120457230533,2527.60456521355,1.16526172693711,399.621424777428,1267.0351366041,0.669218301016939,0.8583685673797,77557.5859586055,10090.2569626652,5895.99583607013,0.165174838217529,0.17343463169225,0.930883422491226,1594.45996624939,156.370566623416,8612.92421017429,2.22799409280984,2.4027397260274,1666.65656138152,5894.83057434319,5895.99583607013,16.5174838217529,95.23751779323,0.000186115242190255,-0.178489329537342
878,36338.656537397,31126.334575133,5292.5057356078,602.456055026817,2527.57176925419,1.1654476454477,399.621423774764,1266.8569666284,0.669086220071358,0.85826614940782,77555.1685104675,10090.1773979374,5896.12723828007,0.165158482817539,0.173435999287557,0.930807403915784,1594.18809928819,156.352681839119,8612.93579256564,2.22794589055306,2.40547945205479,1666.47839040317,5894.96179063462,5896.12723828007,16.5158482817539,95.2273365944666,0.000185918510596794,-0.178170978359049
879,36336.376679365,31126.2766187145,5292.30127165455,602.791363760661,2527.53895648715,1.1656333674818,399.621422771201,1266.67911456345,0.668954283999704,0.858163788467679,77552.751060684,10090.0977626045,5896.25826878268,0.165142159822299,0.173437368118055,0.930731391548234,1593.91651883791,156.33479901889,8612.94702957583,2.22789761702113,2.40821917808219,1666.30053733465,5895.09263541521,5896.25826878268,16.5142159822299,95.2171735619802,0.000185722034097502,-0.17785306851215
880,36334.0970538953,31126.2184987776,5292.09672532234,603.126383813598,2527.5061269217,1.16581889329411,399.621421766738,1266.50157996851,0.66882249252849,0.858061484517818,77550.3336093591,10090.0180566862,5896.38892802922,0.165125869188231,0.173438738183462,0.93065538538807,1593.64522448257,156.316918162678,8612.95792159931,2.22784927231464,2.41095890410959,1666.12300173525,5895.22310913594,5896.38892802922,16.5125869188231,95.2070286705855,0.000185525812311349,-0.17753559940661
881,36331.8176610401,31126.160215354,5291.89209668062,603.461115566567,2527.4732805671,1.16600422313897,399.621420761376,1266.32436240342,0.668690845384884,0.857959237516804,77547.9161565964,10089.9382802022,5896.51921647033,0.165109610871812,0.173440109483497,0.930579385434783,1593.37421580676,156.299039270432,8612.96846903003,2.22780085653404,2.41369863013699,1665.9457831648,5895.35321224718,5896.51921647033,16.5109610871812,95.1969018951311,0.00018532984485975,-0.177218570451714
